src_label,src_id,relation,dst_label,dst_id
Gene,(-)-Isopiperitenone reductase,AFFECTS,Metabolite,Menthol-related peppermint oil monoterpenes
Gene,(-)-Isopiperitenone reductase,APPLIED_IN,Species,Mentha x piperita
Gene,(-)-Isopiperitenone reductase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-Isopiperitenone reductase,IN_PAPER,Paper,10.1073/pnas.040616597
Gene,(-)-Isopiperitenone reductase,SOURCE_FROM,Species,Mentha x piperita
Gene,(-)-Limonene synthase (isoenzyme 1),AFFECTS,Metabolite,Menthol-related monoterpenes in peppermint essential oil
Gene,(-)-Limonene synthase (isoenzyme 1),APPLIED_IN,Species,Mentha x piperita
Gene,(-)-Limonene synthase (isoenzyme 1),BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-Limonene synthase (isoenzyme 1),IN_PAPER,Paper,10.1073/pnas.040616597
Gene,(-)-Limonene synthase (isoenzyme 1),SOURCE_FROM,Species,Mentha x piperita
Gene,(-)-Limonene synthase (isoenzyme 2),AFFECTS,Metabolite,Menthol-related monoterpenes in peppermint essential oil
Gene,(-)-Limonene synthase (isoenzyme 2),APPLIED_IN,Species,Mentha x piperita
Gene,(-)-Limonene synthase (isoenzyme 2),BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-Limonene synthase (isoenzyme 2),IN_PAPER,Paper,10.1073/pnas.040616597
Gene,(-)-Limonene synthase (isoenzyme 2),SOURCE_FROM,Species,Mentha x piperita
Gene,(-)-Limonene-3-hydroxylase,AFFECTS,Metabolite,Menthol-related peppermint oil monoterpenes
Gene,(-)-Limonene-3-hydroxylase,APPLIED_IN,Species,Mentha x piperita
Gene,(-)-Limonene-3-hydroxylase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-Limonene-3-hydroxylase,IN_PAPER,Paper,10.1073/pnas.040616597
Gene,(-)-Limonene-3-hydroxylase,SOURCE_FROM,Species,Mentha x piperita
Gene,(-)-Menthol acetyltransferase,AFFECTS,Metabolite,Menthyl acetate
Gene,(-)-Menthol acetyltransferase,APPLIED_IN,Species,Mentha x piperita
Gene,(-)-Menthol acetyltransferase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-Menthol acetyltransferase,IN_PAPER,Paper,10.1073/pnas.040616597
Gene,(-)-Menthol acetyltransferase,SOURCE_FROM,Species,Mentha x piperita
Gene,(-)-camphene/tricyclene synthase,AFFECTS,Metabolite,monoterpene volatiles
Gene,(-)-camphene/tricyclene synthase,APPLIED_IN,Species,Lycopersicum esculentum
Gene,(-)-camphene/tricyclene synthase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-camphene/tricyclene synthase,SOURCE_FROM,Species,Lycopersicum esculentum
Gene,(-)-endo-fenchol synthase,AFFECTS,Metabolite,compound 4 monoterpene moiety within prenylated benzopyran-related metabolite
Gene,(-)-endo-fenchol synthase,APPLIED_IN,Species,Peperomia obtusifolia
Gene,(-)-endo-fenchol synthase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-endo-fenchol synthase,IN_PAPER,Paper,10.1021/acs.jnatprod.6b00827
Gene,(-)-endo-fenchol synthase,SOURCE_FROM,Species,Peperomia obtusifolia
Gene,(-)-germacrene D synthase,AFFECTS,Metabolite,sesquiterpene volatiles
Gene,(-)-germacrene D synthase,APPLIED_IN,Species,Lycopersicum esculentum
Gene,(-)-germacrene D synthase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-germacrene D synthase,SOURCE_FROM,Species,Lycopersicum esculentum
Gene,(-)-isopiperitenone reductase,AFFECTS,Metabolite,(-)-menthol
Gene,(-)-isopiperitenone reductase,APPLIED_IN,Species,Mentha × piperita
Gene,(-)-isopiperitenone reductase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-isopiperitenone reductase,IN_PAPER,Paper,10.1104/pp.121.1.215
Gene,(-)-isopiperitenone reductase,SOURCE_FROM,Species,Mentha × piperita
Gene,(-)-limonene-3-hydroxylase,AFFECTS,Metabolite,(-)-menthol
Gene,(-)-limonene-3-hydroxylase,APPLIED_IN,Species,Mentha × piperita
Gene,(-)-limonene-3-hydroxylase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-limonene-3-hydroxylase,IN_PAPER,Paper,10.1104/pp.121.1.215
Gene,(-)-limonene-3-hydroxylase,SOURCE_FROM,Species,Mentha × piperita
Gene,(-)-linalool synthase,AFFECTS,Metabolite,(-)-linalool
Gene,(-)-linalool synthase,AFFECTS,Metabolite,Linalool
Gene,(-)-linalool synthase,APPLIED_IN,Species,Ipomoea aquatica
Gene,(-)-linalool synthase,APPLIED_IN,Species,Picea spp.
Gene,(-)-linalool synthase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-linalool synthase,IN_PAPER,Paper,10.1111/j.1744-7909.2010.00910.x
Gene,(-)-linalool synthase,SOURCE_FROM,Species,Picea spp.
Gene,(-)-menthone reductase,AFFECTS,Metabolite,(-)-menthol
Gene,(-)-menthone reductase,APPLIED_IN,Species,Mentha × piperita
Gene,(-)-menthone reductase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-menthone reductase,IN_PAPER,Paper,10.1104/pp.121.1.215
Gene,(-)-menthone reductase,SOURCE_FROM,Species,Mentha × piperita
Gene,(-)-pinene synthase,AFFECTS,Metabolite,(-)-pinene
Gene,(-)-pinene synthase,APPLIED_IN,Species,Picea sitchensis
Gene,(-)-pinene synthase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-pinene synthase,IN_PAPER,Paper,10.1111/j.1744-7909.2010.00910.x
Gene,(-)-pinene synthase,SOURCE_FROM,Species,Picea sitchensis
Gene,(-)-trans-isopiperitenol dehydrogenase,AFFECTS,Metabolite,(-)-menthol
Gene,(-)-trans-isopiperitenol dehydrogenase,APPLIED_IN,Species,Mentha × piperita
Gene,(-)-trans-isopiperitenol dehydrogenase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-trans-isopiperitenol dehydrogenase,IN_PAPER,Paper,10.1104/pp.121.1.215
Gene,(-)-trans-isopiperitenol dehydrogenase,SOURCE_FROM,Species,Mentha × piperita
Gene,(-)-α-pinene synthase,AFFECTS,Metabolite,α-pinene
Gene,(-)-α-pinene synthase,APPLIED_IN,Species,Pinus taeda
Gene,(-)-α-pinene synthase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(-)-α-pinene synthase,IN_PAPER,Paper,10.1093/jxb/ery407
Gene,(-)-α-pinene synthase,SOURCE_FROM,Species,Pinus taeda
Gene,"(1,3;1,4)-β-glucanase isoenzyme EII",AFFECTS,Metabolite,"(1,3;1,4)-β-glucan"
Gene,"(1,3;1,4)-β-glucanase isoenzyme EII",APPLIED_IN,Species,Hordeum vulgare
Gene,"(1,3;1,4)-β-glucanase isoenzyme EII",BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,"(1,3;1,4)-β-glucanase isoenzyme EII",IN_PAPER,Paper,10.1093/plphys/kiad537
Gene,"(1,3;1,4)-β-glucanase isoenzyme EII",SOURCE_FROM,Species,Hordeum vulgare
Gene,(3S)-(E)-nerolidol synthase,AFFECTS,Metabolite,"4,8-dimethyl-1,3(E),7-nonatriene"
Gene,(3S)-(E)-nerolidol synthase,APPLIED_IN,Species,Cucumis sativus
Gene,(3S)-(E)-nerolidol synthase,APPLIED_IN,Species,Phaseolus lunatus
Gene,(3S)-(E)-nerolidol synthase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(3S)-(E)-nerolidol synthase,IN_PAPER,Paper,10.1104/pp.121.1.173
Gene,(3S)-(E)-nerolidol synthase,SOURCE_FROM,Species,Cucumis sativus
Gene,(3S)-(E)-nerolidol synthase,SOURCE_FROM,Species,Phaseolus lunatus
Gene,(4S)-(-)-limonene synthase,AFFECTS,Metabolite,(-)-menthol
Gene,(4S)-(-)-limonene synthase,APPLIED_IN,Species,Mentha × piperita
Gene,(4S)-(-)-limonene synthase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(4S)-(-)-limonene synthase,IN_PAPER,Paper,10.1104/pp.121.1.215
Gene,(4S)-(-)-limonene synthase,SOURCE_FROM,Species,Mentha × piperita
Gene,(E)-β-caryophyllene synthase,AFFECTS,Metabolite,(E)-β-caryophyllene
Gene,(E)-β-caryophyllene synthase,APPLIED_IN,Species,Cucumis sativus
Gene,(E)-β-caryophyllene synthase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(E)-β-caryophyllene synthase,SOURCE_FROM,Species,Cucumis sativus
Gene,(E)-β-farnesene synthase,AFFECTS,Metabolite,(E)-β-farnesene
Gene,(E)-β-farnesene synthase,APPLIED_IN,Species,Mentha x piperita; Escherichia coli
Gene,(E)-β-farnesene synthase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(E)-β-farnesene synthase,SOURCE_FROM,Species,Mentha x piperita
Gene,"(E,E)-α-farnesene synthase",AFFECTS,Metabolite,"(E,E)-α-farnesene"
Gene,"(E,E)-α-farnesene synthase",APPLIED_IN,Species,Cucumis sativus
Gene,"(E,E)-α-farnesene synthase",BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,"(E,E)-α-farnesene synthase",SOURCE_FROM,Species,Cucumis sativus
Gene,(S)-cathinone reductase,AFFECTS,Metabolite,ephedrine; pseudoephedrine
Gene,(S)-cathinone reductase,APPLIED_IN,Species,Ephedra sinica; Ephedra foeminea
Gene,(S)-cathinone reductase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(S)-cathinone reductase,IN_PAPER,Paper,10.1016/j.phytochem.2012.05.013
Gene,(S)-cathinone reductase,SOURCE_FROM,Species,Ephedra sinica; Ephedra foeminea
Gene,(S)-tetrahydroberberine oxidase,AFFECTS,Metabolite,Berberine
Gene,(S)-tetrahydroberberine oxidase,APPLIED_IN,Species,Coptis japonica; Escherichia coli
Gene,(S)-tetrahydroberberine oxidase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(S)-tetrahydroberberine oxidase,SOURCE_FROM,Species,Coptis japonica
Gene,(homo)glutathione synthase,AFFECTS,Metabolite,(Homo)glutathione
Gene,(homo)glutathione synthase,APPLIED_IN,Species,Phaseolus vulgaris
Gene,(homo)glutathione synthase,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(homo)glutathione synthase,IN_PAPER,Paper,10.1186/1471-2164-12-268
Gene,(homo)glutathione synthase,SOURCE_FROM,Species,Phaseolus vulgaris
Gene,(iso)eugenol OMT,AFFECTS,Metabolite,methyleugenol; isomethyleugenol
Gene,(iso)eugenol OMT,APPLIED_IN,Species,Clarkia breweri
Gene,(iso)eugenol OMT,BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,(iso)eugenol OMT,SOURCE_FROM,Species,Clarkia breweri
Gene,0.1562,AFFECTS,Metabolite,steroidal saponins
Gene,0.1562,APPLIED_IN,Species,Asparagus officinalis
Gene,0.1562,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,0.1562,IN_PAPER,Paper,10.1186/s12870-023-04222-x
Gene,0.1562,PARTICIPATES_IN,Process,biosynthesis
Gene,0.1562,SOURCE_FROM,Species,Asparagus officinalis
Gene,01.1829,AFFECTS,Metabolite,steroidal saponins
Gene,01.1829,APPLIED_IN,Species,Asparagus officinalis
Gene,01.1829,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,01.1829,IN_PAPER,Paper,10.1186/s12870-023-04222-x
Gene,01.1829,PARTICIPATES_IN,Process,biosynthesis/branch modification
Gene,01.1829,SOURCE_FROM,Species,Asparagus officinalis
Gene,01.2664,AFFECTS,Metabolite,steroidal saponins
Gene,01.2664,APPLIED_IN,Species,Asparagus officinalis
Gene,01.2664,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,01.2664,IN_PAPER,Paper,10.1186/s12870-023-04222-x
Gene,01.2664,PARTICIPATES_IN,Process,biosynthesis
Gene,01.2664,SOURCE_FROM,Species,Asparagus officinalis
Gene,03.863,AFFECTS,Metabolite,steroidal saponins
Gene,03.863,APPLIED_IN,Species,Asparagus officinalis
Gene,03.863,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,03.863,IN_PAPER,Paper,10.1186/s12870-023-04222-x
Gene,03.863,PARTICIPATES_IN,Process,biosynthesis
Gene,03.863,SOURCE_FROM,Species,Asparagus officinalis
Gene,04.3454,AFFECTS,Metabolite,steroidal saponins
Gene,04.3454,APPLIED_IN,Species,Asparagus officinalis
Gene,04.3454,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,04.3454,IN_PAPER,Paper,10.1186/s12870-023-04222-x
Gene,04.3454,PARTICIPATES_IN,Process,biosynthesis/glycosylation branch
Gene,04.3454,SOURCE_FROM,Species,Asparagus officinalis
Gene,04.76,AFFECTS,Metabolite,steroidal saponins
Gene,04.76,APPLIED_IN,Species,Asparagus officinalis
Gene,04.76,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,04.76,IN_PAPER,Paper,10.1186/s12870-023-04222-x
Gene,04.76,PARTICIPATES_IN,Process,biosynthesis
Gene,04.76,SOURCE_FROM,Species,Asparagus officinalis
Gene,05.2213,AFFECTS,Metabolite,steroidal saponins
Gene,05.2213,APPLIED_IN,Species,Asparagus officinalis
Gene,05.2213,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,05.2213,IN_PAPER,Paper,10.1186/s12870-023-04222-x
Gene,05.2213,PARTICIPATES_IN,Process,biosynthesis/branch modification
Gene,05.2213,SOURCE_FROM,Species,Asparagus officinalis
Gene,05.2823,AFFECTS,Metabolite,steroidal saponins
Gene,05.2823,APPLIED_IN,Species,Asparagus officinalis
Gene,05.2823,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,05.2823,IN_PAPER,Paper,10.1186/s12870-023-04222-x
Gene,05.2823,PARTICIPATES_IN,Process,biosynthesis/branch modification
Gene,05.2823,SOURCE_FROM,Species,Asparagus officinalis
Gene,07.1206,AFFECTS,Metabolite,steroidal saponins
Gene,07.1206,APPLIED_IN,Species,Asparagus officinalis
Gene,07.1206,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,07.1206,IN_PAPER,Paper,10.1186/s12870-023-04222-x
Gene,07.1206,PARTICIPATES_IN,Process,biosynthesis
Gene,07.1206,SOURCE_FROM,Species,Asparagus officinalis
Gene,07.13,AFFECTS,Metabolite,steroidal saponins
Gene,07.13,APPLIED_IN,Species,Asparagus officinalis
Gene,07.13,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,07.13,IN_PAPER,Paper,10.1186/s12870-023-04222-x
Gene,07.13,PARTICIPATES_IN,Process,biosynthesis
Gene,07.13,SOURCE_FROM,Species,Asparagus officinalis
Gene,08.1158,AFFECTS,Metabolite,steroidal saponins
Gene,08.1158,APPLIED_IN,Species,Asparagus officinalis
Gene,08.1158,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,08.1158,IN_PAPER,Paper,10.1186/s12870-023-04222-x
Gene,08.1158,PARTICIPATES_IN,Process,biosynthesis
Gene,08.1158,SOURCE_FROM,Species,Asparagus officinalis
Gene,08.1302,AFFECTS,Metabolite,steroidal saponins
Gene,08.1302,APPLIED_IN,Species,Asparagus officinalis
Gene,08.1302,BELONGS_TO_TYPE,GeneType,RegulationGene
Gene,08.1302,IN_PAPER,Paper,10.1186/s12870-023-04222-x
Gene,08.1302,PARTICIPATES_IN,Process,biosynthesis
Gene,08.1302,SOURCE_FROM,Species,Asparagus officinalis
Gene,"1,2-dehydroreticuline reductase",AFFECTS,Metabolite,"Morphinan alkaloids (e.g., morphine, codeine, thebaine)"
Gene,"1,2-dehydroreticuline reductase",APPLIED_IN,Species,Papaver somniferum
Gene,"1,2-dehydroreticuline reductase",BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,"1,2-dehydroreticuline reductase",SOURCE_FROM,Species,Papaver somniferum
Gene,"1,2-dehydroreticuline synthase",AFFECTS,Metabolite,"Morphinan alkaloids (e.g., morphine, codeine, thebaine)"
Gene,"1,2-dehydroreticuline synthase",APPLIED_IN,Species,Papaver somniferum
Gene,"1,2-dehydroreticuline synthase",BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,"1,2-dehydroreticuline synthase",SOURCE_FROM,Species,Papaver somniferum
Gene,"1,2-rhamnosyltransferase",AFFECTS,Metabolite,Flavonoid neohesperidosides
Gene,"1,2-rhamnosyltransferase",APPLIED_IN,Species,Citrus spp.
Gene,"1,2-rhamnosyltransferase",BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,"1,2-rhamnosyltransferase",IN_PAPER,Paper,10.1093/aob/mcv022
Gene,"1,2-rhamnosyltransferase",SOURCE_FROM,Species,Citrus spp.
Gene,"1,2RhaT",AFFECTS,Metabolite,"Flavanone-neohesperidosides (naringin, neohesperidin, poncirin); flavanone-rutinosides (narirutin, hesperidin, didymin)"
Gene,"1,2RhaT",APPLIED_IN,Species,Citrus spp.
Gene,"1,2RhaT",BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,"1,2RhaT",SOURCE_FROM,Species,Citrus spp.
Gene,"1,4-alpha-D-glucan maltohydrolase (beta-amylase)",AFFECTS,Metabolite,maltose; soluble sugars
Gene,"1,4-alpha-D-glucan maltohydrolase (beta-amylase)",APPLIED_IN,Species,Arabidopsis thaliana
Gene,"1,4-alpha-D-glucan maltohydrolase (beta-amylase)",BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,"1,4-alpha-D-glucan maltohydrolase (beta-amylase)",IN_PAPER,Paper,10.1186/1471-2229-9-12
Gene,"1,4-alpha-D-glucan maltohydrolase (beta-amylase)",SOURCE_FROM,Species,Arabidopsis thaliana
Gene,"1,8-Cineole synthase",AFFECTS,Metabolite,"1,8-Cineole"
Gene,"1,8-Cineole synthase",APPLIED_IN,Species,Mentha x piperita
Gene,"1,8-Cineole synthase",BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,"1,8-Cineole synthase",IN_PAPER,Paper,10.1073/pnas.040616597
Gene,"1,8-Cineole synthase",SOURCE_FROM,Species,Mentha x piperita
Gene,"1,8-cineole synthase",AFFECTS,Metabolite,"1,8-cineole"
Gene,"1,8-cineole synthase",APPLIED_IN,Species,Picea abies
Gene,"1,8-cineole synthase",APPLIED_IN,Species,Salvia officinalis
Gene,"1,8-cineole synthase",BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,"1,8-cineole synthase",IN_PAPER,Paper,10.1016/j.indcrop.2017.05.038
Gene,"1,8-cineole synthase",SOURCE_FROM,Species,Picea abies
Gene,"1,8-cineole synthase",SOURCE_FROM,Species,Salvia officinalis
Gene,"1,8-cineole synthase 1",AFFECTS,Metabolite,"1,8-Cineole"
Gene,"1,8-cineole synthase 1",APPLIED_IN,Species,Vitis vinifera
Gene,"1,8-cineole synthase 1",BELONGS_TO_TYPE,GeneType,PathwayGene
Gene,"1,8-cineole synthase 1",IN_PAPER,Paper,10.1186/s12870-014-0183-7
Gene,"1,8-cineole synthase 1",SOURCE_FROM,Species,Vitis vinifera
Gene,"1,8-cineole synthase 2",AFFECTS,Metabolite,"1,8-Cineole"
Gene,"1,8-cineole synthase 2",APPLIED_IN,Species,Vitis vinifera
Gene,"1,8-cineole synthase 2",BELONGS_TO_TYPE,GeneType,PathwayGene
